Month,Country,Arrivals
Nov-22,Belize,10
Feb-23,Belize,10
Aug-23,Belize,10
Sep-23,Belize,10
Dec-23,Belize,10
Feb-24,Belize,10
Mar-24,Belize,10
Jul-24,Belize,10
Jan-19,Costa Rica,90
Feb-19,Costa Rica,90
Mar-19,Costa Rica,90
Apr-19,Costa Rica,120
May-19,Costa Rica,100
Jun-19,Costa Rica,50
Jul-19,Costa Rica,60
Aug-19,Costa Rica,40
Sep-19,Costa Rica,70
Oct-19,Costa Rica,80
Nov-19,Costa Rica,120
Dec-19,Costa Rica,100
Jan-20,Costa Rica,90
Feb-20,Costa Rica,70
Mar-20,Costa Rica,20
Dec-20,Costa Rica,10
Jan-21,Costa Rica,10
Jul-21,Costa Rica,10
Dec-21,Costa Rica,10
Jan-22,Costa Rica,20
Feb-22,Costa Rica,10
Mar-22,Costa Rica,10
Apr-22,Costa Rica,20
May-22,Costa Rica,30
Jun-22,Costa Rica,20
Jul-22,Costa Rica,20
Aug-22,Costa Rica,30
Sep-22,Costa Rica,50
Oct-22,Costa Rica,40
Nov-22,Costa Rica,60
Dec-22,Costa Rica,80
Jan-23,Costa Rica,50
Feb-23,Costa Rica,70
Mar-23,Costa Rica,60
Apr-23,Costa Rica,50
May-23,Costa Rica,50
Jun-23,Costa Rica,60
Jul-23,Costa Rica,60
Aug-23,Costa Rica,70
Sep-23,Costa Rica,80
Oct-23,Costa Rica,60
Nov-23,Costa Rica,60
Dec-23,Costa Rica,100
Jan-24,Costa Rica,90
Feb-24,Costa Rica,70
Mar-24,Costa Rica,70
Apr-24,Costa Rica,60
May-24,Costa Rica,50
Jun-24,Costa Rica,50
Jul-24,Costa Rica,100
Jan-19,El Salvador,60
Feb-19,El Salvador,50
Mar-19,El Salvador,60
Apr-19,El Salvador,50
May-19,El Salvador,30
Jun-19,El Salvador,30
Jul-19,El Salvador,30
Aug-19,El Salvador,80
Sep-19,El Salvador,60
Oct-19,El Salvador,60
Nov-19,El Salvador,50
Dec-19,El Salvador,50
Jan-20,El Salvador,50
Feb-20,El Salvador,40
Mar-20,El Salvador,40
Dec-20,El Salvador,10
Mar-21,El Salvador,10
Nov-21,El Salvador,10
Jan-22,El Salvador,10
Feb-22,El Salvador,10
Mar-22,El Salvador,10
Apr-22,El Salvador,20
May-22,El Salvador,10
Jun-22,El Salvador,20
Jul-22,El Salvador,30
Aug-22,El Salvador,40
Sep-22,El Salvador,40
Oct-22,El Salvador,30
Nov-22,El Salvador,50
Dec-22,El Salvador,50
Jan-23,El Salvador,50
Feb-23,El Salvador,30
Mar-23,El Salvador,40
Apr-23,El Salvador,50
May-23,El Salvador,50
Jun-23,El Salvador,50
Jul-23,El Salvador,30
Aug-23,El Salvador,40
Sep-23,El Salvador,40
Oct-23,El Salvador,50
Nov-23,El Salvador,50
Dec-23,El Salvador,50
Jan-24,El Salvador,50
Feb-24,El Salvador,30
Mar-24,El Salvador,40
Apr-24,El Salvador,30
May-24,El Salvador,30
Jun-24,El Salvador,20
Jul-24,El Salvador,40
Jan-19,Guatemala,70
Feb-19,Guatemala,40
Mar-19,Guatemala,40
Apr-19,Guatemala,50
May-19,Guatemala,30
Jun-19,Guatemala,40
Jul-19,Guatemala,50
Aug-19,Guatemala,30
Sep-19,Guatemala,60
Oct-19,Guatemala,50
Nov-19,Guatemala,40
Dec-19,Guatemala,80
Jan-20,Guatemala,50
Feb-20,Guatemala,40
Mar-20,Guatemala,30
Dec-20,Guatemala,10
Jan-21,Guatemala,10
Nov-21,Guatemala,10
Dec-21,Guatemala,10
Jan-22,Guatemala,10
Feb-22,Guatemala,20
Mar-22,Guatemala,20
Apr-22,Guatemala,10
May-22,Guatemala,20
Jun-22,Guatemala,20
Jul-22,Guatemala,30
Aug-22,Guatemala,20
Sep-22,Guatemala,30
Oct-22,Guatemala,30
Nov-22,Guatemala,60
Dec-22,Guatemala,60
Jan-23,Guatemala,50
Feb-23,Guatemala,60
Mar-23,Guatemala,50
Apr-23,Guatemala,30
May-23,Guatemala,30
Jun-23,Guatemala,60
Jul-23,Guatemala,60
Aug-23,Guatemala,40
Sep-23,Guatemala,40
Oct-23,Guatemala,30
Nov-23,Guatemala,50
Dec-23,Guatemala,90
Jan-24,Guatemala,60
Feb-24,Guatemala,60
Mar-24,Guatemala,60
Apr-24,Guatemala,40
May-24,Guatemala,30
Jun-24,Guatemala,30
Jul-24,Guatemala,50
Jan-19,Honduras,20
Feb-19,Honduras,20
Mar-19,Honduras,20
Apr-19,Honduras,40
May-19,Honduras,20
Jun-19,Honduras,10
Jul-19,Honduras,30
Aug-19,Honduras,30
Sep-19,Honduras,10
Oct-19,Honduras,10
Nov-19,Honduras,20
Dec-19,Honduras,20
Jan-20,Honduras,20
Feb-20,Honduras,20
Mar-20,Honduras,10
Oct-20,Honduras,10
Dec-20,Honduras,10
Jun-21,Honduras,10
Sep-21,Honduras,10
Nov-21,Honduras,10
Jan-22,Honduras,10
May-22,Honduras,10
Jul-22,Honduras,10
Aug-22,Honduras,10
Sep-22,Honduras,20
Oct-22,Honduras,10
Nov-22,Honduras,20
Dec-22,Honduras,30
Jan-23,Honduras,20
Feb-23,Honduras,20
Mar-23,Honduras,50
Apr-23,Honduras,20
May-23,Honduras,20
Jun-23,Honduras,20
Jul-23,Honduras,30
Aug-23,Honduras,30
Sep-23,Honduras,20
Oct-23,Honduras,20
Nov-23,Honduras,20
Dec-23,Honduras,30
Jan-24,Honduras,30
Feb-24,Honduras,20
Mar-24,Honduras,20
Apr-24,Honduras,30
May-24,Honduras,10
Jun-24,Honduras,30
Jul-24,Honduras,40
Jan-19,Mexico,1760
Feb-19,Mexico,1340
Mar-19,Mexico,1130
Apr-19,Mexico,1520
May-19,Mexico,980
Jun-19,Mexico,1180
Jul-19,Mexico,1610
Aug-19,Mexico,1000
Sep-19,Mexico,1270
Oct-19,Mexico,1210
Nov-19,Mexico,1340
Dec-19,Mexico,2020
Jan-20,Mexico,1860
Feb-20,Mexico,1370
Mar-20,Mexico,660
Apr-20,Mexico,10
May-20,Mexico,10
Jun-20,Mexico,20
Jul-20,Mexico,10
Aug-20,Mexico,10
Sep-20,Mexico,10
Oct-20,Mexico,10
Nov-20,Mexico,10
Dec-20,Mexico,10
Jan-21,Mexico,20
Feb-21,Mexico,10
Mar-21,Mexico,30
Apr-21,Mexico,20
May-21,Mexico,40
Jun-21,Mexico,30
Jul-21,Mexico,20
Aug-21,Mexico,20
Sep-21,Mexico,10
Nov-21,Mexico,30
Dec-21,Mexico,120
Jan-22,Mexico,240
Feb-22,Mexico,270
Mar-22,Mexico,280
Apr-22,Mexico,370
May-22,Mexico,380
Jun-22,Mexico,500
Jul-22,Mexico,770
Aug-22,Mexico,780
Sep-22,Mexico,780
Oct-22,Mexico,840
Nov-22,Mexico,990
Dec-22,Mexico,1360
Jan-23,Mexico,1240
Feb-23,Mexico,1270
Mar-23,Mexico,1150
Apr-23,Mexico,1170
May-23,Mexico,810
Jun-23,Mexico,950
Jul-23,Mexico,1340
Aug-23,Mexico,1190
Sep-23,Mexico,1060
Oct-23,Mexico,1260
Nov-23,Mexico,1290
Dec-23,Mexico,2240
Jan-24,Mexico,1970
Feb-24,Mexico,1430
Mar-24,Mexico,1630
Apr-24,Mexico,1220
May-24,Mexico,930
Jun-24,Mexico,1090
Jul-24,Mexico,1520
Jan-19,Nicaragua,20
Feb-19,Nicaragua,10
Mar-19,Nicaragua,10
Apr-19,Nicaragua,10
May-19,Nicaragua,10
Jun-19,Nicaragua,10
Jul-19,Nicaragua,10
Aug-19,Nicaragua,10
Oct-19,Nicaragua,20
Nov-19,Nicaragua,10
Dec-19,Nicaragua,10
Jan-20,Nicaragua,10
Feb-20,Nicaragua,20
Mar-20,Nicaragua,10
Aug-22,Nicaragua,10
Sep-22,Nicaragua,10
Oct-22,Nicaragua,10
Nov-22,Nicaragua,10
Dec-22,Nicaragua,10
Jan-23,Nicaragua,10
Feb-23,Nicaragua,20
Mar-23,Nicaragua,10
Apr-23,Nicaragua,10
Jun-23,Nicaragua,10
Jul-23,Nicaragua,10
Aug-23,Nicaragua,10
Sep-23,Nicaragua,10
Oct-23,Nicaragua,10
Nov-23,Nicaragua,20
Dec-23,Nicaragua,10
Jan-24,Nicaragua,20
Feb-24,Nicaragua,10
Mar-24,Nicaragua,20
Apr-24,Nicaragua,10
May-24,Nicaragua,10
Jun-24,Nicaragua,10
Jul-24,Nicaragua,10
Jan-19,Panama,40
Feb-19,Panama,60
Mar-19,Panama,40
Apr-19,Panama,30
May-19,Panama,20
Jun-19,Panama,30
Jul-19,Panama,30
Aug-19,Panama,30
Sep-19,Panama,30
Oct-19,Panama,20
Nov-19,Panama,40
Dec-19,Panama,40
Jan-20,Panama,40
Feb-20,Panama,50
Mar-20,Panama,10
Jan-22,Panama,10
Feb-22,Panama,10
Mar-22,Panama,10
Apr-22,Panama,10
May-22,Panama,20
Jun-22,Panama,10
Jul-22,Panama,10
Aug-22,Panama,10
Sep-22,Panama,30
Oct-22,Panama,20
Nov-22,Panama,30
Dec-22,Panama,30
Jan-23,Panama,60
Feb-23,Panama,70
Mar-23,Panama,30
Apr-23,Panama,20
May-23,Panama,20
Jun-23,Panama,20
Jul-23,Panama,70
Aug-23,Panama,30
Sep-23,Panama,20
Oct-23,Panama,40
Nov-23,Panama,30
Dec-23,Panama,40
Jan-24,Panama,60
Feb-24,Panama,60
Mar-24,Panama,50
Apr-24,Panama,30
May-24,Panama,30
Jun-24,Panama,50
Jul-24,Panama,40
Feb-19,Antigua/Barbuda,10
May-19,Antigua/Barbuda,10
Jul-19,Antigua/Barbuda,10
Sep-19,Antigua/Barbuda,10
Oct-19,Antigua/Barbuda,10
Nov-19,Antigua/Barbuda,10
Dec-19,Antigua/Barbuda,10
Feb-20,Antigua/Barbuda,10
Jul-22,Antigua/Barbuda,10
Sep-22,Antigua/Barbuda,20
Oct-22,Antigua/Barbuda,20
Dec-22,Antigua/Barbuda,10
Jan-23,Antigua/Barbuda,10
Jul-23,Antigua/Barbuda,10
Aug-23,Antigua/Barbuda,10
Sep-23,Antigua/Barbuda,10
Oct-23,Antigua/Barbuda,10
Nov-23,Antigua/Barbuda,10
Dec-23,Antigua/Barbuda,10
Jan-24,Antigua/Barbuda,10
Feb-24,Antigua/Barbuda,10
Jun-24,Antigua/Barbuda,10
Jan-19,Bahamas,10
Feb-19,Bahamas,10
Mar-19,Bahamas,20
Apr-19,Bahamas,10
May-19,Bahamas,10
Jun-19,Bahamas,20
Jul-19,Bahamas,10
Aug-19,Bahamas,50
Sep-19,Bahamas,10
Oct-19,Bahamas,10
Nov-19,Bahamas,20
Dec-19,Bahamas,10
Jan-20,Bahamas,10
Feb-20,Bahamas,10
Mar-20,Bahamas,10
Jul-22,Bahamas,10
Oct-22,Bahamas,10
Nov-22,Bahamas,10
Dec-22,Bahamas,30
Jan-23,Bahamas,10
Feb-23,Bahamas,10
Mar-23,Bahamas,10
Apr-23,Bahamas,10
May-23,Bahamas,30
Jul-23,Bahamas,10
Aug-23,Bahamas,10
Sep-23,Bahamas,20
Oct-23,Bahamas,20
Nov-23,Bahamas,10
Dec-23,Bahamas,10
Jan-24,Bahamas,10
Feb-24,Bahamas,10
Mar-24,Bahamas,20
Apr-24,Bahamas,10
May-24,Bahamas,10
Jun-24,Bahamas,20
Jul-24,Bahamas,20
Jan-19,Barbados,20
Feb-19,Barbados,20
Mar-19,Barbados,10
Apr-19,Barbados,20
May-19,Barbados,10
Jun-19,Barbados,20
Jul-19,Barbados,10
Aug-19,Barbados,20
Sep-19,Barbados,30
Oct-19,Barbados,40
Nov-19,Barbados,40
Dec-19,Barbados,10
Jan-20,Barbados,30
Feb-20,Barbados,30
Mar-20,Barbados,10
Mar-22,Barbados,10
Jul-22,Barbados,10
Aug-22,Barbados,10
Sep-22,Barbados,10
Oct-22,Barbados,20
Nov-22,Barbados,20
Dec-22,Barbados,20
Jan-23,Barbados,10
Feb-23,Barbados,20
Mar-23,Barbados,10
May-23,Barbados,20
Jun-23,Barbados,10
Jul-23,Barbados,10
Aug-23,Barbados,20
Sep-23,Barbados,10
Oct-23,Barbados,20
Nov-23,Barbados,10
Dec-23,Barbados,30
Jan-24,Barbados,20
Feb-24,Barbados,10
Mar-24,Barbados,10
Apr-24,Barbados,30
May-24,Barbados,10
Jun-24,Barbados,10
Jul-24,Barbados,10
Jan-19,Cuba,50
Feb-19,Cuba,20
Mar-19,Cuba,10
Apr-19,Cuba,30
May-19,Cuba,20
Jun-19,Cuba,30
Jul-19,Cuba,40
Aug-19,Cuba,30
Sep-19,Cuba,30
Oct-19,Cuba,30
Nov-19,Cuba,30
Dec-19,Cuba,40
Jan-20,Cuba,40
Feb-20,Cuba,30
Mar-20,Cuba,30
Sep-21,Cuba,10
Nov-21,Cuba,10
Jan-22,Cuba,10
Feb-22,Cuba,10
Apr-22,Cuba,10
May-22,Cuba,10
Jun-22,Cuba,10
Jul-22,Cuba,10
Aug-22,Cuba,20
Sep-22,Cuba,20
Oct-22,Cuba,20
Nov-22,Cuba,20
Dec-22,Cuba,30
Jan-23,Cuba,20
Feb-23,Cuba,10
Mar-23,Cuba,20
Apr-23,Cuba,20
May-23,Cuba,40
Jun-23,Cuba,10
Jul-23,Cuba,20
Aug-23,Cuba,20
Sep-23,Cuba,20
Oct-23,Cuba,30
Nov-23,Cuba,20
Dec-23,Cuba,10
Jan-24,Cuba,20
Feb-24,Cuba,10
Mar-24,Cuba,20
Apr-24,Cuba,10
May-24,Cuba,10
Jun-24,Cuba,20
Jul-24,Cuba,10
Feb-19,Dominica,10
Mar-19,Dominica,20
Apr-19,Dominica,10
Jun-19,Dominica,10
Aug-19,Dominica,10
Oct-19,Dominica,10
Nov-19,Dominica,10
Mar-20,Dominica,10
Apr-22,Dominica,10
Jul-22,Dominica,10
Aug-22,Dominica,10
Oct-22,Dominica,10
Nov-22,Dominica,10
Dec-22,Dominica,20
Jan-23,Dominica,10
Feb-23,Dominica,20
Mar-23,Dominica,10
Apr-23,Dominica,20
May-23,Dominica,10
Jun-23,Dominica,20
Jul-23,Dominica,20
Aug-23,Dominica,20
Sep-23,Dominica,10
Oct-23,Dominica,20
Nov-23,Dominica,10
Dec-23,Dominica,20
Jan-24,Dominica,10
Feb-24,Dominica,30
Mar-24,Dominica,20
Apr-24,Dominica,20
May-24,Dominica,10
Jun-24,Dominica,20
Jul-24,Dominica,10
Jan-19,Dominican Rep,20
Feb-19,Dominican Rep,20
Mar-19,Dominican Rep,30
Apr-19,Dominican Rep,70
May-19,Dominican Rep,20
Jun-19,Dominican Rep,20
Jul-19,Dominican Rep,20
Aug-19,Dominican Rep,20
Sep-19,Dominican Rep,20
Oct-19,Dominican Rep,20
Nov-19,Dominican Rep,30
Dec-19,Dominican Rep,30
Jan-20,Dominican Rep,20
Feb-20,Dominican Rep,30
Mar-20,Dominican Rep,10
Jan-22,Dominican Rep,10
Mar-22,Dominican Rep,10
May-22,Dominican Rep,10
Jun-22,Dominican Rep,10
Jul-22,Dominican Rep,10
Aug-22,Dominican Rep,10
Sep-22,Dominican Rep,10
Oct-22,Dominican Rep,20
Nov-22,Dominican Rep,30
Dec-22,Dominican Rep,30
Jan-23,Dominican Rep,30
Feb-23,Dominican Rep,20
Mar-23,Dominican Rep,20
Apr-23,Dominican Rep,20
May-23,Dominican Rep,40
Jun-23,Dominican Rep,30
Jul-23,Dominican Rep,20
Aug-23,Dominican Rep,20
Sep-23,Dominican Rep,20
Oct-23,Dominican Rep,20
Nov-23,Dominican Rep,20
Dec-23,Dominican Rep,20
Jan-24,Dominican Rep,30
Feb-24,Dominican Rep,40
Mar-24,Dominican Rep,30
Apr-24,Dominican Rep,10
May-24,Dominican Rep,20
Jun-24,Dominican Rep,20
Jul-24,Dominican Rep,20
Jan-19,Grenada,10
Feb-19,Grenada,10
Mar-19,Grenada,10
Jul-19,Grenada,10
Aug-19,Grenada,10
Nov-19,Grenada,10
Dec-19,Grenada,10
Jan-20,Grenada,10
Feb-20,Grenada,10
Nov-22,Grenada,10
Dec-22,Grenada,10
Jan-23,Grenada,10
Feb-23,Grenada,10
Jun-23,Grenada,10
Aug-23,Grenada,10
Sep-23,Grenada,10
Nov-23,Grenada,10
Dec-23,Grenada,20
Jan-24,Grenada,20
Feb-24,Grenada,10
Mar-24,Grenada,10
Apr-24,Grenada,10
May-24,Grenada,10
Jul-24,Grenada,10
Jun-19,Haiti,10
Jul-19,Haiti,10
Aug-19,Haiti,10
Oct-19,Haiti,10
Nov-19,Haiti,10
Dec-19,Haiti,10
Feb-20,Haiti,10
Nov-22,Haiti,10
Apr-23,Haiti,10
Jul-23,Haiti,70
Aug-23,Haiti,10
Oct-23,Haiti,10
Nov-23,Haiti,10
Dec-23,Haiti,10
Jan-24,Haiti,10
Jan-19,Jamaica,70
Feb-19,Jamaica,60
Mar-19,Jamaica,40
Apr-19,Jamaica,40
May-19,Jamaica,40
Jun-19,Jamaica,50
Jul-19,Jamaica,60
Aug-19,Jamaica,40
Sep-19,Jamaica,30
Oct-19,Jamaica,50
Nov-19,Jamaica,60
Dec-19,Jamaica,50
Jan-20,Jamaica,70
Feb-20,Jamaica,80
Mar-20,Jamaica,20
Nov-20,Jamaica,10
Jan-21,Jamaica,10
Apr-21,Jamaica,10
Dec-21,Jamaica,10
Jan-22,Jamaica,20
Feb-22,Jamaica,10
Apr-22,Jamaica,10
May-22,Jamaica,20
Jun-22,Jamaica,10
Jul-22,Jamaica,20
Aug-22,Jamaica,30
Sep-22,Jamaica,20
Oct-22,Jamaica,40
Nov-22,Jamaica,40
Dec-22,Jamaica,40
Jan-23,Jamaica,50
Feb-23,Jamaica,60
Mar-23,Jamaica,180
Apr-23,Jamaica,20
May-23,Jamaica,20
Jun-23,Jamaica,30
Jul-23,Jamaica,90
Aug-23,Jamaica,40
Sep-23,Jamaica,40
Oct-23,Jamaica,40
Nov-23,Jamaica,50
Dec-23,Jamaica,50
Jan-24,Jamaica,60
Feb-24,Jamaica,50
Mar-24,Jamaica,50
Apr-24,Jamaica,40
May-24,Jamaica,30
Jun-24,Jamaica,30
Jul-24,Jamaica,30
Jan-19,St Kitts/Nevis,10
Feb-19,St Kitts/Nevis,10
Mar-19,St Kitts/Nevis,10
Apr-19,St Kitts/Nevis,10
May-19,St Kitts/Nevis,10
Jun-19,St Kitts/Nevis,10
Jul-19,St Kitts/Nevis,20
Oct-19,St Kitts/Nevis,10
Nov-19,St Kitts/Nevis,10
Dec-19,St Kitts/Nevis,20
Jan-20,St Kitts/Nevis,10
Feb-20,St Kitts/Nevis,10
Mar-22,St Kitts/Nevis,10
Jun-22,St Kitts/Nevis,10
Aug-22,St Kitts/Nevis,10
Sep-22,St Kitts/Nevis,10
Oct-22,St Kitts/Nevis,10
Nov-22,St Kitts/Nevis,20
Dec-22,St Kitts/Nevis,20
Jan-23,St Kitts/Nevis,10
Feb-23,St Kitts/Nevis,10
Mar-23,St Kitts/Nevis,10
Apr-23,St Kitts/Nevis,10
May-23,St Kitts/Nevis,10
Jun-23,St Kitts/Nevis,10
Jul-23,St Kitts/Nevis,10
Aug-23,St Kitts/Nevis,20
Sep-23,St Kitts/Nevis,10
Oct-23,St Kitts/Nevis,10
Nov-23,St Kitts/Nevis,20
Dec-23,St Kitts/Nevis,30
Jan-24,St Kitts/Nevis,20
Feb-24,St Kitts/Nevis,20
Mar-24,St Kitts/Nevis,20
Apr-24,St Kitts/Nevis,20
May-24,St Kitts/Nevis,10
Jun-24,St Kitts/Nevis,10
Jul-24,St Kitts/Nevis,20
Jan-19,St Lucia,10
Feb-19,St Lucia,20
Mar-19,St Lucia,10
Apr-19,St Lucia,10
Jul-19,St Lucia,10
Sep-19,St Lucia,10
Jan-20,St Lucia,10
Feb-20,St Lucia,10
May-22,St Lucia,10
Feb-23,St Lucia,10
Mar-23,St Lucia,10
Apr-23,St Lucia,10
May-23,St Lucia,10
Jun-23,St Lucia,10
Aug-23,St Lucia,10
Oct-23,St Lucia,10
Nov-23,St Lucia,10
Dec-23,St Lucia,10
Feb-24,St Lucia,10
Mar-24,St Lucia,10
Apr-24,St Lucia,20
May-24,St Lucia,10
Jun-24,St Lucia,10
Jul-24,St Lucia,10
Mar-19,St Vinc/Grenad,10
Sep-19,St Vinc/Grenad,10
Dec-19,St Vinc/Grenad,10
Feb-23,St Vinc/Grenad,10
Mar-23,St Vinc/Grenad,10
Jul-23,St Vinc/Grenad,10
Aug-23,St Vinc/Grenad,10
Nov-23,St Vinc/Grenad,10
Dec-23,St Vinc/Grenad,10
Jan-24,St Vinc/Grenad,10
Mar-24,St Vinc/Grenad,10
Apr-24,St Vinc/Grenad,10
Jan-19,Trinidad/Tobago,70
Feb-19,Trinidad/Tobago,60
Mar-19,Trinidad/Tobago,40
Apr-19,Trinidad/Tobago,80
May-19,Trinidad/Tobago,50
Jun-19,Trinidad/Tobago,40
Jul-19,Trinidad/Tobago,40
Aug-19,Trinidad/Tobago,40
Sep-19,Trinidad/Tobago,50
Oct-19,Trinidad/Tobago,60
Nov-19,Trinidad/Tobago,70
Dec-19,Trinidad/Tobago,80
Jan-20,Trinidad/Tobago,60
Feb-20,Trinidad/Tobago,80
Mar-20,Trinidad/Tobago,30
Nov-21,Trinidad/Tobago,10
Dec-21,Trinidad/Tobago,10
Jan-22,Trinidad/Tobago,10
Feb-22,Trinidad/Tobago,10
Mar-22,Trinidad/Tobago,10
Apr-22,Trinidad/Tobago,10
May-22,Trinidad/Tobago,10
Jun-22,Trinidad/Tobago,20
Jul-22,Trinidad/Tobago,30
Aug-22,Trinidad/Tobago,30
Sep-22,Trinidad/Tobago,40
Oct-22,Trinidad/Tobago,60
Nov-22,Trinidad/Tobago,70
Dec-22,Trinidad/Tobago,60
Jan-23,Trinidad/Tobago,40
Feb-23,Trinidad/Tobago,60
Mar-23,Trinidad/Tobago,240
Apr-23,Trinidad/Tobago,40
May-23,Trinidad/Tobago,40
Jun-23,Trinidad/Tobago,40
Jul-23,Trinidad/Tobago,40
Aug-23,Trinidad/Tobago,50
Sep-23,Trinidad/Tobago,50
Oct-23,Trinidad/Tobago,50
Nov-23,Trinidad/Tobago,30
Dec-23,Trinidad/Tobago,50
Jan-24,Trinidad/Tobago,50
Feb-24,Trinidad/Tobago,40
Mar-24,Trinidad/Tobago,40
Apr-24,Trinidad/Tobago,20
May-24,Trinidad/Tobago,30
Jun-24,Trinidad/Tobago,50
Jul-24,Trinidad/Tobago,40
Sep-22,Benin,10
Nov-22,Benin,10
May-23,Benin,10
Aug-23,Benin,10
Jun-24,Benin,10
Jul-19,Burkina Faso,10
Sep-19,Burkina Faso,10
Aug-22,Burkina Faso,10
Nov-22,Burkina Faso,10
Sep-23,Burkina Faso,10
Nov-23,Burkina Faso,10
Jun-24,Burkina Faso,10
Jan-19,Cameroon,20
Feb-19,Cameroon,20
Mar-19,Cameroon,20
Apr-19,Cameroon,10
May-19,Cameroon,10
Jun-19,Cameroon,20
Jul-19,Cameroon,10
Aug-19,Cameroon,20
Sep-19,Cameroon,20
Oct-19,Cameroon,20
Nov-19,Cameroon,20
Dec-19,Cameroon,20
Jan-20,Cameroon,20
Feb-20,Cameroon,20
Mar-20,Cameroon,10
Dec-21,Cameroon,10
Jan-22,Cameroon,10
Feb-22,Cameroon,10
Mar-22,Cameroon,10
Apr-22,Cameroon,10
May-22,Cameroon,10
Jun-22,Cameroon,10
Aug-22,Cameroon,10
Sep-22,Cameroon,10
Oct-22,Cameroon,10
Nov-22,Cameroon,20
Dec-22,Cameroon,20
Jan-23,Cameroon,20
Feb-23,Cameroon,20
Mar-23,Cameroon,10
Apr-23,Cameroon,10
May-23,Cameroon,10
Jun-23,Cameroon,20
Jul-23,Cameroon,40
Aug-23,Cameroon,20
Sep-23,Cameroon,30
Oct-23,Cameroon,10
Nov-23,Cameroon,30
Dec-23,Cameroon,20
Jan-24,Cameroon,10
Feb-24,Cameroon,20
Mar-24,Cameroon,10
Apr-24,Cameroon,20
May-24,Cameroon,10
Jun-24,Cameroon,20
Jul-24,Cameroon,10
Jan-19,Cabo Verde,10
Nov-22,Cabo Verde,10
Apr-19,Cent Africa Rep,10
May-19,Cent Africa Rep,20
Sep-19,Cent Africa Rep,10
Nov-19,Cent Africa Rep,50
Feb-20,Cent Africa Rep,60
Nov-21,Cent Africa Rep,10
Nov-22,Cent Africa Rep,10
Mar-23,Cent Africa Rep,10
Apr-23,Cent Africa Rep,10
Jun-23,Cent Africa Rep,10
Jul-23,Cent Africa Rep,10
Aug-23,Cent Africa Rep,10
Sep-23,Cent Africa Rep,10
Oct-23,Cent Africa Rep,10
Nov-23,Cent Africa Rep,10
Dec-23,Cent Africa Rep,10
Jan-24,Cent Africa Rep,20
Feb-24,Cent Africa Rep,30
Mar-24,Cent Africa Rep,20
Apr-24,Cent Africa Rep,30
Jun-24,Cent Africa Rep,10
Jul-24,Cent Africa Rep,30
Jul-23,Chad,10
Aug-23,Chad,10
Dec-23,Chad,10
Mar-19,"Congo, Rep",10
May-19,"Congo, Rep",10
Sep-19,"Congo, Rep",10
Oct-19,"Congo, Rep",10
Nov-19,"Congo, Rep",10
Dec-19,"Congo, Rep",10
Jan-20,"Congo, Rep",10
Feb-20,"Congo, Rep",10
Mar-22,"Congo, Rep",20
Apr-22,"Congo, Rep",10
Nov-22,"Congo, Rep",10
Feb-23,"Congo, Rep",10
Mar-23,"Congo, Rep",10
Apr-23,"Congo, Rep",10
May-23,"Congo, Rep",10
Aug-23,"Congo, Rep",30
Sep-23,"Congo, Rep",10
Nov-23,"Congo, Rep",10
Dec-23,"Congo, Rep",10
Jan-24,"Congo, Rep",10
Feb-24,"Congo, Rep",10
Mar-24,"Congo, Rep",10
Apr-24,"Congo, Rep",20
May-24,"Congo, Rep",20
Jun-24,"Congo, Rep",20
Jul-24,"Congo, Rep",10
Jan-19,"Congo, Dem Rep",220
Feb-19,"Congo, Dem Rep",360
Mar-19,"Congo, Dem Rep",140
Apr-19,"Congo, Dem Rep",230
May-19,"Congo, Dem Rep",150
Jun-19,"Congo, Dem Rep",140
Jul-19,"Congo, Dem Rep",210
Aug-19,"Congo, Dem Rep",170
Sep-19,"Congo, Dem Rep",150
Oct-19,"Congo, Dem Rep",180
Nov-19,"Congo, Dem Rep",160
Dec-19,"Congo, Dem Rep",150
Jan-20,"Congo, Dem Rep",160
Feb-20,"Congo, Dem Rep",120
Mar-20,"Congo, Dem Rep",50
Dec-20,"Congo, Dem Rep",20
Mar-21,"Congo, Dem Rep",10
Apr-21,"Congo, Dem Rep",10
May-21,"Congo, Dem Rep",20
Nov-21,"Congo, Dem Rep",10
Dec-21,"Congo, Dem Rep",10
Jan-22,"Congo, Dem Rep",30
Feb-22,"Congo, Dem Rep",40
Mar-22,"Congo, Dem Rep",40
Apr-22,"Congo, Dem Rep",50
May-22,"Congo, Dem Rep",150
Jun-22,"Congo, Dem Rep",70
Jul-22,"Congo, Dem Rep",30
Aug-22,"Congo, Dem Rep",40
Sep-22,"Congo, Dem Rep",40
Oct-22,"Congo, Dem Rep",20
Nov-22,"Congo, Dem Rep",80
Dec-22,"Congo, Dem Rep",50
Jan-23,"Congo, Dem Rep",20
Feb-23,"Congo, Dem Rep",110
Mar-23,"Congo, Dem Rep",90
Apr-23,"Congo, Dem Rep",60
May-23,"Congo, Dem Rep",70
Jun-23,"Congo, Dem Rep",80
Jul-23,"Congo, Dem Rep",110
Aug-23,"Congo, Dem Rep",380
Sep-23,"Congo, Dem Rep",310
Oct-23,"Congo, Dem Rep",170
Nov-23,"Congo, Dem Rep",170
Dec-23,"Congo, Dem Rep",120
Jan-24,"Congo, Dem Rep",190
Feb-24,"Congo, Dem Rep",230
Mar-24,"Congo, Dem Rep",230
Apr-24,"Congo, Dem Rep",170
